Case	Topic	Notes
Lee v. Weisman 505 u.s. 577 (1992)	State Action	
California Democratic Party v. Jones 530 u.s. 567 (2000)	State Action	
Georgia v. Brailsford 3 u.s. 1 (1794)	States	
Fletcher v. Peck 10 u.s. 87 (1810)	States	
Trustees of Dartmouth College v. Woodward 17 u.s. 518 (1819)	States	
Proprietors of Charles River Bridge v. Proprietors of Warren Bridge 36 u.s. 420 (1837)	States	
Luther v. Borden 48 u.s. 1 (1849)	States	
Kentucky v. Dennison 65 u.s. 66 (1860)	States	
Texas v. White 74 u.s. 700 (1868)	States	
Slaughterhouse Cases 83 u.s. 36 (1872)	States	
Munn v. Illinois 94 u.s. 113 (1876)	States	
Holden v. Hardy 169 u.s. 366 (1898)	States	
Stearns v. Minnesota 179 u.s. 223 (1900)	States	
Lochner v. New York 198 u.s. 45 (1905)	States	
Muller v. Oregon 208 u.s. 412 (1908)	States	
Coyle v. Smith 221 u.s. 559 (1911)	States	
Pacific States Telephone and Telegraph Company v. Oregon 223 u.s. 118 (1912)	States	
State of Missouri v. Holland 252 u.s. 416 (1920)	States	
Village of Euclid v. Ambler Realty Co. 272 u.s. 365 (1926)	States	
Tyson & Brother v. Banton 273 u.s. 418 (1927)	States	
Home Building & Loan Assn. v. Blaisdell 290 u.s. 398 (1934)	States	
Nebbia v. New York 291 u.s. 502 (1934)	States	
West Coast Hotel Co. v. Parrish 300 u.s. 379 (1937)	States	
"South Carolina State Highway Department v. Barnwell Brothers, Inc. 303 u.s. 177 (1938)"	States	
Erie Railroad Co. v. Tompkins 304 u.s. 64 (1938)	States	
Southern Pacific Co. v. Arizona 325 u.s. 761 (1945)	States	
International Shoe v. State of Washington 326 u.s. 310 (1945)	States	
Marsh v. Alabama 326 u.s. 501 (1946)	States	
Shelley v. Kraemer 334 u.s. 1 (1948)	States	
Terry v. Adams 345 u.s. 461 (1953)	States	
Williams v. Lee 358 u.s. 217 (1959)	States	
"Bibb v. Navajo Freight Lines, Inc. 359 u.s. 520 (1959)"	States	
Shelton v. Tucker 364 u.s. 479 (1960)	States	
Monroe v. Pape 365 u.s. 167 (1961)	States	
Engel v. Vitale 370 u.s. 421 (1962)	States	
Sherbert v. Verner 374 u.s. 398 (1963)	States	
Katzenbach v. Morgan 384 u.s. 641 (1966)	States	
Dandridge v. Williams 397 u.s. 471 (1970)	States	
Roe v. Wade 410 u.s. 113 (1973)	States	
United States Trust Company of New York v. New Jersey 431 u.s. 1 (1977)	States	
Hunt v. Washington State Apple Advertising Commission 432 u.s. 333 (1977)	States	
Hicklin v. Orbeck 437 u.s. 518 (1978)	States	
City of Philadelphia v. New Jersey 437 u.s. 617 (1978)	States	
Allied Structural Steel Co. v. Spannaus 438 u.s. 234 (1978)	States	
Fullilove v. Klutznick 448 u.s. 448 (1980)	States	
United Transportation Union v. Long Island Rail Road Co. 455 u.s. 678 (1982)	States	
"Akron v. Akron Center for Reproductive Health, Inc. 462 u.s. 416 (1983)"	States	
Building Trades & Construction Trades Council of Camden County and Vicinity v. Mayor and Council of the City of Camden 465 u.s. 208 (1984)	States	
Garcia v. San Antonio Transit Authority 469 u.s. 528 (1985)	States	
Hobbie v. Unemployment Appeals Comm'n of Florida 480 u.s. 136 (1987)	States	
Cohen v. Cowles Media Co. 501 u.s. 663 (1991)	States	
"Church of Lukumi Babalu Aye, Inc. v. City of Hialeah 508 u.s. 520 (1993)"	States	
Reno v. Condon 528 u.s. 141 (2000)	States	
******** 99-1240 (2001)	States	Note
Seminole Tribe of Florida v. Florida 1995-41 (1996)	States	
Buck v. Bell 274 u.s. 200 (1927)	Sterilization	
Skinner v. Oklahoma ex rel. Williamson 316 u.s. 535 (1942)	Sterilization	
McCulloch v. Maryland 17 u.s. 316 (1819)	Supremacy Clause	
Gibbons v. Ogden 22 u.s. 1 (1824)	Supremacy Clause	
Worcester v. Georgia 31 u.s. 515 (1832)	Supremacy Clause	
Ableman v. Booth 62 u.s. 506 (1858)	Supremacy Clause	
In re Neagle 135 u.s. 1 (1890)	Supremacy Clause	
Pennsylvania v. Nelson 350 u.s. 497 (1956)	Supremacy Clause	
Printz v. United States 521 u.s. 898 (1997)	Supremacy Clause	
Stromberg v. California 283 u.s. 359 (1931)	Symbolic Speech	
Thornhill v. Alabama 310 u.s. 88 (1940)	Symbolic Speech	
United States v. O'Brien 391 u.s. 367 (1968)	Symbolic Speech	
Tinker v. Des Moines Independent Community School Dist. 393 u.s. 503 (1969)	Symbolic Speech	
Cohen v. California 403 u.s. 15 (1971)	Symbolic Speech	
Clark v. Community for Creative Nonviolence 468 u.s. 288 (1984)	Symbolic Speech	
United States v. Eichman 496 u.s. 310 (1990)	Symbolic Speech	
"Barnes v. Glen Theatre, Inc. 501 u.s. 560 (1991)"	Symbolic Speech	
Jackson v. Metropolitan Edison Co. 419 u.s. 345 (1974)	Takings Clause	
Moore v. City of East Cleveland 431 u.s. 494 (1977)	Takings Clause	
Penn Central Transportation Co. v. New York City 438 u.s. 104 (1978)	Takings Clause	
Loretto v. Teleprompter Manhattan CATV Corp. 458 u.s. 419 (1982)	Takings Clause	
Hawaii Housing Authority v. Midkiff 467 u.s. 229 (1984)	Takings Clause	
Nollan v. California Coastal Commission 483 u.s. 825 (1987)	Takings Clause	
Lucas v. South Carolina Coastal Council 505 u.s. 1003 (1992)	Takings Clause	
Phillips v. Washington Legal Foundation 521 u.s. 117 (1998)	Takings Clause	
******** 99-2047 (2001)	Takings Clause	Note
Head Money Cases 112 u.s. 580 (1884)	Tax	
Pollock v. Farmers' Loan and Trust Company 157 u.s. 429 (1895)	Tax	
Pollock v. Farmers' Loan & Trust Company (Rehearing) 158 u.s. 601 (1895)	Tax	
Stearns v. Minnesota 179 u.s. 223 (1900)	Tax	
Walz v. Tax Comm'n of the City of New York 397 u.s. 664 (1970)	Tax	
White Mountain Apache Tribe v. Bracker 448 u.s. 136 (1980)	Tax	
Allen v. Wright 468 u.s. 737 (1984)	Tax	
Metropolitan Life Ins. Co. v. Ward 470 u.s. 869 (1985)	Tax	
Quill Corp. v. North Dakota by and Through Heitkamp 504 u.s. 298 (1992)	Tax	
Calder v. Bull 3 u.s. 386 (1798)	Tenth Amendment	
Martin v. Hunter's Lessee 14 u.s. 304 (1816)	Tenth Amendment	
Gibbons v. Ogden 22 u.s. 1 (1824)	Tenth Amendment	
Northern Securities Co. v. United States 193 u.s. 197 (1904)	Tenth Amendment	
McCray v. United States 195 u.s. 27 (1904)	Tenth Amendment	
Hammer v. Dagenhart 247 u.s. 251 (1918)	Tenth Amendment	
State of Missouri v. Holland 252 u.s. 416 (1920)	Tenth Amendment	
Bailey v. Drexel Furniture Company 259 u.s. 20 (1922)	Tenth Amendment	
A. L. A. Schechter Poultry Corp. v. United States 295 u.s. 495 (1935)	Tenth Amendment	
United States v. Butler 297 u.s. 1 (1936)	Tenth Amendment	
Ashwander v. Tennessee Valley Authority 297 u.s. 288 (1936)	Tenth Amendment	
Carter v. Carter Coal Co. 298 u.s. 238 (1936)	Tenth Amendment	
Steward Machine Co. v. Collector of Internal Revenue 301 u.s. 548 (1937)	Tenth Amendment	
Helvering v. Davis 301 u.s. 619 (1937)	Tenth Amendment	
United States v. Darby 312 u.s. 100 (1941)	Tenth Amendment	
Morgan v. Virginia 328 u.s. 373 (1946)	Tenth Amendment	
Maryland v. Wirtz 392 u.s. 183 (1968)	Tenth Amendment	
United Transportation Union v. Long Island Rail Road Co. 455 u.s. 678 (1982)	Tenth Amendment	
Missouri v. Jenkins 495 u.s. 33 (1990)	Tenth Amendment	
Printz v. United States 521 u.s. 898 (1997)	Tenth Amendment	
Reno v. Condon 528 u.s. 141 (2000)	Tenth Amendment	
Maryland v. Craig 497 u.s. 836 (1990)	Testimony	
Pollock v. Williams 322 u.s. 4 (1944)	Thirteenth Amendment	
City of Memphis v. Greene 451 u.s. 100 (1981)	Thirteenth Amendment	
Strauder v. West Virginia 100 u.s. 303 (1879)	Trial by Jury	
Hurtado v. California 110 u.s. 516 (1884)	Trial by Jury	
Maxwell v. Dow 176 u.s. 581 (1900)	Trial by Jury	
Patton v. United States 281 u.s. 276 (1930)	Trial by Jury	
Norris v. Alabama 294 u.s. 587 (1935)	Trial by Jury	
Apodaca v. Oregon 406 u.s. 404 (1972)	Trial by Jury	
Lockett v. Ohio 438 u.s. 586 (1978)	Trial by Jury	
The Pocket Veto Case 279 u.s. 655 (1929)	Veto	
Minor v. Happersett 88 u.s. 162 (1875)	Voting	
Ex parte Siebold 100 u.s. 371 (1879)	Voting	
Guinn & Beal v. United States 238 u.s. 347 (1915)	Voting	
Smith v. Allwright 321 u.s. 649 (1944)	Voting	
Colegrove v. Green 328 u.s. 549 (1946)	Voting	
Terry v. Adams 345 u.s. 461 (1953)	Voting	
Perez v. Brownell 356 u.s. 44 (1958)	Voting	
Reynolds v. Sims 377 u.s. 533 (1964)	Voting	
South Carolina v. Katzenbach 383 u.s. 301 (1966)	Voting	
Harper v. Virginia Board of Elections 383 u.s. 663 (1966)	Voting	
Katzenbach v. Morgan 384 u.s. 641 (1966)	Voting	
Kirkpatrick v. Preisler 394 u.s. 526 (1969)	Voting	
Hadley v. Junior College District of Metropolitan Kansas City 397 u.s. 50 (1970)	Voting	
Oregon v. Mitchell 400 u.s. 112 (1970)	Voting	
Mahan v. Howell 410 u.s. 315 (1973)	Voting	
******** 410 u.s. 752 (1973)	Voting	Note
Communist Party of Indiana v. Whitcomb 414 u.s. 441 (1974)	Voting	
City of Mobile v. Bolden 446 u.s. 55 (1980)	Voting	
Department of Commerce v. United States House 525 u.s. 326 (1999)	Voting	
California Democratic Party v. Jones 530 u.s. 567 (2000)	Voting	
******** 00-949 (2000)	Voting	Note
Selective Draft Law Cases 245 u.s. 366 (1918)	War Powers	
Block v. Hirsh 256 u.s. 135 (1921)	War Powers	
Ashwander v. Tennessee Valley Authority 297 u.s. 288 (1936)	War Powers	
Korematsu v. United States 323 u.s. 214 (1944)	War Powers	
Woods v. Cloyd W. Miller Co. 333 u.s. 138 (1948)	War Powers	
Youngstown Sheet & Tube Co. v. Sawyer 343 u.s. 579 (1952)	War Powers	
Trop v. Dulles 356 u.s. 86 (1958)	War Powers	
Shapiro v. Thompson 394 u.s. 618 (1969)	Welfare Benefits	
Goldberg v. Kelly 397 u.s. 254 (1970)	Welfare Benefits	
Graham v. Department of Pub. Welfare 403 u.s. 365 (1971)	Welfare Benefits	
Mathews v. Eldridge 424 u.s. 319 (1976)	Welfare Benefits	
Bowen v. Roy 476 u.s. 693 (1986)	Welfare Benefits	
Saenz v. Roe 526 u.s. 489 (1999)	Welfare Benefits	
Olmstead v. United States 277 u.s. 438 (1928)	Wiretapping	
Berger v. New York 388 u.s. 41 (1967)	Wiretapping	
Katz v. United States 389 u.s. 347 (1967)	Wiretapping	
United States v. United States District Court 407 u.s. 297 (1972)	Wiretapping	
United States v. Kahn 415 u.s. 143 (1974)	Wiretapping	
Waller v. Georgia 467 u.s. 39 (1984)	Wiretapping	
Kilbourn v. Thompson 103 u.s. 168 (1880)	Witnesses	
Gravel v. United States 408 u.s. 606 (1972)	Witnesses	
United States v. Calandra 414 u.s. 338 (1974)	Witnesses	
Davis v. Alaska 415 u.s. 308 (1974)	Witnesses	
Ohio v. Roberts 448 u.s. 56 (1980)	Witnesses	
