topic	case	argued	decided	opinion
judicial_review	Bond v. Floyd	Argued: November 10, 1966	Decided: December 5, 1966	Opinion, Warren
judicial_review	415 U.S. 361	NA	NA	NA
judicial_review	United States v. Nixon	Argued: July 8, 1974	Decided: July 24, 1974  [*]	Opinion, Burger
judicial_review	422 U.S. 490	NA	NA	NA
judicial_review	Mathews v. Eldridge	Argued: October 6, 1975	Decided: February 24, 1976	Opinion, Powell
judicial_review	Minnesota v. Clover Leaf Creamery Co.	Argued: November 3, 1980	Decided: January 21, 1981	Opinion, Brennan
judicial_review	Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc.	Argued: February 29, 1984	Decided: June 25, 1984  [*]	Opinion, Stevens
jurisdiction	Chisholm v. Georgia	Argued: 	Decided: 	Opinion, Iredell
jurisdiction	Georgia v. Brailsford	Argued: February Term, 1794	Decided: 	Opinion, Jay
jurisdiction	Talbot v. Janson	Argued: 	Decided: 	Opinion, Paterson
jurisdiction	Calder v. Bull	Argued: August Term, 1798	Decided: 	Opinion, Chase
jurisdiction	Marbury v. Madison	Argued: 	Decided: 	Opinion, Marshall
jurisdiction	United States v. Peters	Argued: 	Decided: 	Opinion, Marshall
jurisdiction	Willson v. Black Bird Creek Marsh Company	Argued: 	Decided: 	Opinion, Marshall
jurisdiction	Cherokee Nation v. Georgia	Argued: 	Decided: 	Opinion, Marshall
jurisdiction	Worcester v. Georgia	Argued: 	Decided: 	Opinion, Marshall
jurisdiction	Kendall v. United States	Argued: 	Decided: 	Opinion, Thompson
jurisdiction	Scott v. Sandford	Argued: 	Decided: 	Opinion, Taney
jurisdiction	Ex parte Milligan	Argued: 	Decided: 	Opinion, Davis
jurisdiction	Ex parte McCardle	Argued: 	Decided: 	Opinion, Chase
jurisdiction	Texas v. White	Argued: 	Decided: 	Opinion, Chase
jurisdiction	Pennoyer v. Neff	Argued: 	Decided: 	Opinion, Field
jurisdiction	Ex parte Siebold	Argued: 	Decided: 	Opinion, Bradley
jurisdiction	Pollock v. Farmers' Loan and Trust Company	Argued: March 7, 8. 11, 12, 13, 1895	Decided: April 8, 1895.	Opinion, Fuller
jurisdiction	In re Debs	Argued: March 5, 26, 1895	Decided: May 7, 1895	Opinion, Brewer
jurisdiction	Standard Oil Co. of New Jersey v. United States	Argued: March 14, 15, 16, 1910	Decided: May 15, 1911	Opinion, White
jurisdiction	Pacific States Telephone and Telegraph Company v. Oregon	Argued: November 3, 1911	Decided: February 19, 1912	Opinion, White
jurisdiction	State of Missouri v. Holland	Argued: March 2, 1920	Decided: April 19, 1920	Opinion, Holmes
jurisdiction	Tyson & Brother v. Banton	Argued: October 6, 7, 1926	Decided: February 28, 1927	Opinion, Sutherland
jurisdiction	Whitney v. California	Argued: October 6, 1925	Decided: May 16, 1927	Opinion, Sanford
jurisdiction	Olmstead v. United States	Argued: February 20, 21, 1928	Decided: June 4, 1928	Opinion, Taft
jurisdiction	([level Case Citation:]|[group citemenu:])",RH"]Ex parte Bakelite Corporation	Argued: January 2, 3, 1929	Decided: May 20, 1929	Opinion, Van Devanter
jurisdiction	Nashville, Chattanooga & St. Louis Railway Co. v. Wallace	Argued: December 12, 1932	Decided: February 6, 1933	Opinion, Stone
jurisdiction	Grosjean v. American Press Co., Inc.	Argued: January 14, 1936	Decided: February 10, 1936.	Opinion, Sutherland
jurisdiction	United States v. Curtiss-Wright Export Corp.	Argued: November 19, 20, 1936	Decided: December 21, 1936	Opinion, Sutherland
jurisdiction	Hague v. Committee for Industrial Organization	Argued: February 27, 28, 1939	Decided: June 5, 1939	Opinion, Roberts
jurisdiction	([level Case Citation:]|[group citemenu:])",RH"]Ex Parte Quirin	Argued: July 29-30, 1942	Decided: July 31, 1942	Opinion, Stone
jurisdiction	International Shoe v. State of Washington	Argued: November 14, 1945	Decided: December 3, 1945	Opinion, Stone
jurisdiction	328 U.S. 303	NA	NA	NA
jurisdiction	Illinois ex rel. McCollum v. Board of Education of School District	Argued: December 8, 1947	Decided: March 8, 1948	Opinion, Black
jurisdiction	United States v. Quarles	Argued: February 8-9, 1955	Decided: November 7, 1955	Opinion, Black
jurisdiction	National Association for the Advancement of Colored People v. Patterson	Argued: January 15-16, 1958	Decided: June 30, 1958	Opinion, Harlan
jurisdiction	Williams v. Lee	Argued: November 20, 1958	Decided: January 12, 1959	Opinion, Black
jurisdiction	Baker v. Carr	Argued: April 19-20, 1961	Decided: March 26, 1962	Opinion, Brennan
jurisdiction	Glidden Co. v. Zdanok	Argued: February 21, 26, 1962	Decided: June 25, 1962  [*]	Opinion, Harlan
jurisdiction	National Association for the Advancement of Colored People v. Button	Argued: November 8,1961	Decided: January 14, 1963	Opinion, Brennan
jurisdiction	Katzenbach v. McClung	Argued: October 5, 1964	Decided: December 14, 1964	Opinion, Clark
jurisdiction	Zemel v. Rusk	Argued: March 1, 1965	Decided: May 3, 1965	Opinion, Warren
jurisdiction	Kent v. United States	Argued: January 19, 1966	Decided: March 21, 1966	Opinion, Fortas
jurisdiction	United States v. Guest	Argued: November 9, 1965	Decided: March 28, 1966	Opinion, Stewart
jurisdiction	Powell v. McCormack	Argued: April 21, 1969	Decided: June 16, 1969	Opinion, Warren
jurisdiction	Benton v. Maryland	Argued: December 12, 1968	Decided: June 23, 1969	Opinion, Marshall
jurisdiction	Younger v. Harris	Argued: April 1, 1969	Decided: February 23, 1971	Opinion, Black
jurisdiction	415 U.S. 566	NA	NA	NA
jurisdiction	Mathews v. Eldridge	Argued: October 6, 1975	Decided: February 24, 1976	Opinion, Powell
jurisdiction	Wooley v. Maynard	Argued: November 29, 1976	Decided: April 20, 1977	Opinion, Burger
jurisdiction	Hunt v. Washington State Apple Advertising Commission	Argued: February 22, 1977	Decided: June 20, 1977	Opinion, Burger
jurisdiction	Orr v. Orr	Argued: November 27, 1978	Decided: March 5, 1979	Opinion, Brennan
jurisdiction	Delaware v. Prouse	Argued: January 17, 1979	Decided: March 27, 1979	Opinion, White
jurisdiction	Pruneyard Shopping Center v. Robins	Argued: March 18, 1980	Decided: June 9, 1980	Opinion, Rehnquist
jurisdiction	453 U.S. 654	NA	NA	NA
jurisdiction	455 U.S. 104	NA	NA	NA
jurisdiction	Nixon v. Fitzgerald	Argued: November 30, 1981	Decided: June 24, 1982	Opinion, Powell
jurisdiction	458 U.S. 50	NA	NA	NA
jurisdiction	Illinois v. Gates	Argued: October 13, 1982	Decided: June 8, 1983	Opinion, Rehnquist
jurisdiction	463 U.S. 1032	NA	NA	NA
jurisdiction	466 U.S. 380	NA	NA	NA
jurisdiction	New York v. Class	Argued: November 4, 1985	Decided: February 25, 1986	Opinion, O'Connor
jurisdiction	Thornburgh v. American College of Obstetricians & Gynecologists	Argued: November 5, 1985	Decided: June 11, 1986	Opinion, Blackmun
jurisdiction	Board of Directors, Rotary International v. Rotary Club of Duarte	Argued: March 30, 1987	Decided: May 4, 1987	Opinion, Powell
jurisdiction	First English Evangelical Lutheran Church of Glendale v. County of Los Angeles, California	Argued: January 14, 1987	Decided: June 9, 1987	Opinion, Rehnquist
jurisdiction	Missouri v. Jenkins	Argued: Oct. 30, 1989	Decided: April 18, 1990	Opinion, White
jurisdiction	Cohen v. Cowles Media Co.	Argued: March 27, 1991	Decided: June 24, 1991	Opinion, White
jurisdiction	519 U.S. 33	NA	NA	NA
jurisdiction	United States v. Morrison	Argued: January 11, 2000	Decided: May 15, 2000	Opinion, Rehnquist
jurisdiction	NA	NA	NA	NA
jury	Strauder v. West Virginia	Argued: 	Decided: 	Opinion, Strong
jury	In re Debs	Argued: March 5, 26, 1895	Decided: May 7, 1895	Opinion, Brewer
jury	United States v. Jackson	Argued: December 7, 1967	Decided: April 8, 1968	Opinion, Stewart
jury	Duncan v. Louisiana	Argued: January 17, 1968	Decided: May 20, 1968	Opinion, White
jury	391 U.S. 510	NA	NA	NA
jury	391 U.S. 543	NA	NA	NA
jury	Williams v. Florida	Argued: March 4, 1970	Decided: June 22, 1970	Opinion, White
jury	418 U.S. 153	NA	NA	NA
jury	Taylor v. Louisiana	Argued: October 16, 1974	Decided: January 21, 1975	Opinion, White
jury	Murphy v. Florida	Argued: April 15, 1975	Decided: June 16, 1975	Opinion, Marshall
jury	Ballew v. Georgia	Argued: November 1, 1977	Decided: March 21, 1978	Opinion, Blackmun
jury	Burch v. Louisiana	Argued: February 22, 1979	Decided: April 17, 1979	Opinion, Rehnquist
jury	Batson v. Kentucky	Argued: December 12, 1985	Decided: April 30, 1986	Opinion, Powell
jury	Lockhart v. McCree	Argued: January 13, 1986	Decided: May 5, 1986	Opinion, Rehnquist
jury	South Carolina v. Gathers	Argued: March 28, 1989	Decided: June 12, 1989	Opinion, Brennan
jury	Ford v. Georgia	Argued: Nov. 6, 1990	Decided: Feb. 19, 1991	Opinion, Souter
jury	Powers v. Ohio	Argued: Oct. 9, 1990	Decided: April 1, 1991	Opinion, Kennedy
justiciability	Fletcher v. Peck	Argued: 	Decided: 	Opinion, Marshall
justiciability	Cherokee Nation v. Georgia	Argued: 	Decided: 	Opinion, Marshall
justiciability	Luther v. Borden	Argued: 	Decided: 	Opinion, Taney
justiciability	Ex parte Milligan	Argued: 	Decided: 	Opinion, Davis
justiciability	Texas v. White	Argued: 	Decided: 	Opinion, Chase
justiciability	Pierce v. Society of Sisters	Argued: March 16, 17, 1925	Decided: June 1, 1925	Opinion, Mcreynolds
justiciability	Village of Euclid v. Ambler Realty Co.	Argued: January 27, 1926	Decided: November 22, 1926	Opinion, Sutherland
justiciability	([level Case Citation:]|[group citemenu:])",RH"]Ex parte Bakelite Corporation	Argued: January 2, 3, 1929	Decided: May 20, 1929	Opinion, Van Devanter
justiciability	Nashville, Chattanooga & St. Louis Railway Co. v. Wallace	Argued: December 12, 1932	Decided: February 6, 1933	Opinion, Stone
justiciability	Ashwander v. Tennessee Valley Authority	Argued: December 19, 20, 1935	Decided: February 17, 1936	Opinion, Hughes
justiciability	Carter v. Carter Coal Co.	Argued: March 11, 12, 1936	Decided: May 18, 1936	Opinion, Sutherland
justiciability	United States v. Belmont	Argued: March 4, 1937	Decided: May 3, 1937	Opinion, Sutherland
justiciability	328 U.S. 303	NA	NA	NA
justiciability	Colegrove v. Green	Argued: March 7, 8, 1946	Decided: June 10, 1946	Opinion, Frankfurter
justiciability	343 U.S. 579	NA	NA	NA
justiciability	Communist Party of the United States v. Subversive Activities Control Bd. No. 12	Argued: October 11-12, 1960	Decided: 	Opinion, Frankfurter
justiciability	Baker v. Carr	Argued: April 19-20, 1961	Decided: March 26, 1962	Opinion, Brennan
justiciability	Wesberry v. Sanders	Argued: November 18-19, 1963	Decided: February 17, 1964	Opinion, Black
justiciability	377 U.S. 533	NA	NA	NA
justiciability	Albertson v. Subversive Activities Control Board	Argued: October 18, 1965	Decided: November 15, 1965	Opinion, Brennan
justiciability	Keyishian v. Board of Regents	Argued: November 17, 1966	Decided: January 23, 1967	Opinion, Brennan
justiciability	Powell v. McCormack	Argued: April 21, 1969	Decided: June 16, 1969	Opinion, Warren
justiciability	407 U.S. 163	NA	NA	NA
justiciability	410 U.S. 113	NA	NA	NA
justiciability	Doe v. Bolton	Argued: December 13, 1971	Decided: January 22, 1973	Opinion, Blackmun
justiciability	410 U.S. 752	Argued: December 13, 1972	Decided: March 21, 1973	Opinion, Stewart
justiciability	413 U.S. 601	NA	NA	NA
justiciability	United States v. Nixon	Argued: July 8, 1974	Decided: July 24, 1974  [*]	Opinion, Burger
justiciability	Buckley v. Valeo	Argued: November 10, 1975	Decided: January 30, 1976  [*]	NA
justiciability	427 U.S. 539	NA	NA	NA
justiciability	Craig v. Boren	Argued: October 5, 1976	Decided: December 20, 1976	Opinion, Brennan
justiciability	Linmark Associates, Inc. v. Township of Willingboro	Argued: March 2, 1977	Decided: May 2, 1977	Opinion, Marshall
justiciability	Hunt v. Washington State Apple Advertising Commission	Argued: February 22, 1977	Decided: June 20, 1977	Opinion, Burger
justiciability	Hicklin v. Orbeck	Argued: March 21, 1978	Decided: June 22, 1978	Opinion, Brennan
justiciability	Gannett Co., Inc. v. DePasquale	Argued: November 7, 1978	Decided: July 2, 1979	Opinion, Stewart
justiciability	Globe Newspaper Co. v. Superior Court	Argued: March 29, 1982	Decided: June 23, 1982	Opinion, Brennan
justiciability	Nixon v. Fitzgerald	Argued: November 30, 1981	Decided: June 24, 1982	Opinion, Powell
justiciability	Illinois v. Gates	Argued: October 13, 1982	Decided: June 8, 1983	Opinion, Rehnquist
justiciability	INS v. Chadha	Argued: February 22, 1982	Decided: June 23, 1983  [*]	Opinion, Burger
justiciability	467 U.S. 253	NA	NA	NA
justiciability	Firefighters Local Union No. 1784 v. Stotts	Argued: December 6, 1984	Decided: June 12, 1984  [*]	Opinion, White
justiciability	Bowen v. Roy	Argued: January 14, 1986	Decided: June 11, 1986	Opinion, Burger
justiciability	Press-Enterprise Co. v. Superior Court	Argued: February 26, 1986	Decided: June 30, 1986	Opinion, Burger
justiciability	Bethel School Dist. No. 403 v. Fraser	Argued: March 3, 1986	Decided: July 7, 1986	Opinion, Burger
justiciability	Bowsher v. Synar	Argued: April 23, 1986	Decided: July 7, 1986  [*]	Opinion, Burger
justiciability	United States v. Salerno	Argued: January 21, 1987	Decided: May 26, 1987	Opinion, Rehnquist
justiciability	487 U.S. 654	NA	NA	NA
justiciability	Lucas v. South Carolina Coastal Council	Argued: March 2, 1992	Decided: June 29, 1992	Opinion, Scalia
justiciability	NA	NA	NA	NA
juveniles	South Carolina v. Katzenbach	Argued: January 17-18, 1966	Decided: March 7, 1966	Opinion, Warren
juveniles	Kent v. United States	Argued: January 19, 1966	Decided: March 21, 1966	Opinion, Fortas
juveniles	In re Gault	Argued: December 6, 1966	Decided: May 15, 1967	Opinion, Fortas
juveniles	Tinker v. Des Moines Independent Community School Dist.	Argued: November 12, 1968	Decided: February 24, 1969	Opinion, Fortas
juveniles	In re Winship	Argued: January 20, 1970	Decided: March 31, 1970	Opinion, Brennan
juveniles	Davis v. Alaska	Argued: December 12, 1973	Decided: February 27, 1974	Opinion, Burger
juveniles	430 U.S. 651	NA	NA	NA
juveniles	Parham v. J.R.	Argued: December 6, 1977	Decided: June 20, 1979	Opinion, Burger
juveniles	450 U.S. 464	NA	NA	NA
juveniles	Lassiter v. Department of Social Services	Argued: February 23, 1981	Decided: June 1, 1981	Opinion, Stewart
juveniles	455 U.S. 104	NA	NA	NA
juveniles	467 U.S. 253	NA	NA	NA
juveniles	484 U.S. 260	NA	NA	NA
juveniles	Thompson v. Oklahoma	Argued: November 9, 1987	Decided: June 29, 1988	Opinion, Stevens
juveniles	491 U.S. 576	NA	NA	NA
juveniles	Stanford v. Kentucky	Argued: March 27, 1989	Decided: June 26, 1989 [*]	Opinion, Scalia
juveniles	Osborne v. Ohio	Argued: Dec. 5, 1989	Decided: April 18, 1990	Opinion, White
juveniles	514 U.S. 549	NA	NA	NA
juveniles	Reno v. ACLU	Argued: March 19, 1997	Decided: June 26, 1997	Opinion, Stevens
labor	In re Debs	Argued: March 5, 26, 1895	Decided: May 7, 1895	Opinion, Brewer
labor	169 U.S. 366	NA	NA	NA
labor	Lochner v. New York	Argued: February 23, 24, 1905	Decided: April 17, 1905	Opinion, Peckham
labor	Adair v. United States	Argued: October 29, 30, 1907	Decided: January 27, 1908	Opinion, Harlan
labor	Loewe v. Lawlor	Argued: December 4, 5, 1907	Decided: February 3, 1908	Opinion, Fuller
labor	Muller v. Oregon	Argued: January 15, 1908	Decided: February 24, 1908	Opinion, Brewer
labor	Truax v. Raich	Argued: October 15, 1915	Decided: November 1, 1915	Opinion, Hughes
labor	Wilson v. New	Argued: January 8, 9, 10, 1917	Decided: March 19, 1917	Opinion, White
labor	Hammer v. Dagenhart	Argued: April 15, 16, 1918	Decided: June 3, 1918	Opinion, Day
labor	Adkins v. Children's Hospital	Argued: March 14, 1923	Decided: April 9, 1923	Opinion, Sutherland
labor	Carter v. Carter Coal Co.	Argued: March 11, 12, 1936	Decided: May 18, 1936	Opinion, Sutherland
labor	West Coast Hotel Co. v. Parrish	Argued: December 16, 17, 1936	Decided: March 29, 1937	Opinion, Hughes
labor	National Labor Relations Board v. Jones & Laughlin Steel Corp.	Argued: February 10, 11, 1937	Decided: April 12, 1937  [*]	Opinion, Hughes
labor	Hague v. Committee for Industrial Organization	Argued: February 27, 28, 1939	Decided: June 5, 1939	Opinion, Roberts
labor	Thornhill v. Alabama	Argued: February 29, 1940	Decided: April 22, 1940	Opinion, Murphy
labor	United States v. Darby	Argued: December 19, 20, 1940	Decided: February 3, 1941	Opinion, Stone
labor	339 U.S. 382	NA	NA	NA
labor	343 U.S. 579	NA	NA	NA
labor	Watkins v. United States	Argued: March 7, 1957	Decided: June 17, 1957	Opinion, Warren
labor	Sherbert v. Verner	Argued: April 24, 1963	Decided: June 17, 1963	Opinion, Brennan
labor	Cox v. Louisiana	Argued: October 21, 1964	Decided: January 18, 1965	Opinion, Goldberg
labor	Cox v. Louisiana	Argued: October 21-22, 1964	Decided: January 18, 1965	Opinion, Goldberg
labor	United States v. Brown	Argued: March 29, 1965	Decided: June 7, 1965	Opinion, Warren
labor	Amalgamated Food Employees Union Local 590 v. Logan Valley Plaza, Inc.	Argued: March 14, 1968	Decided: May 20, 1968	Opinion, Marshall
labor	Maryland v. Wirtz	Argued: April 23, 1968	Decided: June 10, 1968	Opinion, Harlan
labor	408 U.S. 92	NA	NA	NA
labor	Grayned v. City of Rockford	Argued: January 19, 1972	Decided: June 26, 1972	Opinion, Marshall
labor	413 U.S. 601	NA	NA	NA
labor	Hudgens v. National Labor Relations Board	Argued: October 14, 1975	Decided: March 3, 1976	Opinion, Stewart
labor	426 U.S. 833	NA	NA	NA
labor	United Steelworkers of America, AFL-CIO-CLC v. Weber	Argued: March 28, 1979	Decided: June 27, 1979  [*]	Opinion, Brennan
labor	United Transportation Union v. Long Island Rail Road Co.	Argued: January 20, 1982	Decided: March 24, 1982	Opinion, Burger
labor	Garcia v. San Antonio Transit Authority	Argued: March 19, 1984	Decided: February 19, 1985  [*]	Opinion, Blackmun
labor	476 U.S. 267	NA	NA	NA
labor	Skinner v. Railway Labor Executives' Association	Argued: November 2, 1988	Decided: March 21, 1989	Opinion, Kennedy
labor	Employment Division v. Smith	Argued: Nov. 6, 1989	Decided: April 17, 1990	Opinion, Scalia
labor	497 U.S. 62	NA	NA	NA
legislative_policy	169 U.S. 366	NA	NA	NA
legislative_policy	United States v. Brewster	Argued: October 18, 1971	Decided: June 29, 1972	Opinion, Burger
legislative_policy	408 U.S. 606	NA	NA	NA
legislative_policy	Department of Commerce v. United States House	Argued: November 30, 1998	Decided: January 25, 1999 [*]	Opinion, O'Connor
libel	New York Times Co. v. Sullivan	Argued: January 6, 1964	Decided: March 9, 1964	Opinion, Brennan
libel	388 U.S. 130	NA	NA	NA
libel	Rosenbloom v. Metromedia	Argued: December 7, 1970	Decided: June 7, 1971	Opinion, Brennan
